direction,angle
Y,23
Y,22
Y,21
Y,22
Y,18
Y,20
Y,21
Y,21
Y,21
Y,22
Y,21
Y,21
Y,19
Y,22
Y,20
Y,19
Y,18
Y,18
Y,17
Y,14
Y,17
Y,13
Y,15
Y,16
Y,14
Y,12
Y,16
Y,18
Y,17
Y,13
Y,15
Y,11
Y,7
Y,8
Y,10
Y,12
Y,12
Y,12
Y,13
Y,12
Y,13
Y,13
Y,13
Y,13
Y,13
Y,12
Y,6
Y,12
Y,16
Y,16
Y,18
Y,14
Y,13
Y,12
Y,12
Y,19
Y,19
Y,18
Y,23
Y,20
Y,21
Y,25
Y,23
Y,24
Y,21
Y,21
Y,20
Y,20
X,6
